Title,Score,STD_Score,,,,
The owner of the circus was disappointed when the human cannonball quit because he'd never find someone of that caliber.,37,-0.349997579476377,,,,
Tony Stark spiced up his sex life with a little bit of Pepper.,35,-0.418629521616825,,,,
My girlfriend said she missed her last two periods and I was shocked....I didn't know she was still in high school.,58,0.37063781299832,,,,
Take my advice...I'm not using it,31,-0.555893405897719,,,,
"Everything was better back in the day, even the future.",25,-0.761789232319062,,,,
Infertility is hereditary,20,-0.93336908767018,,,,
A dyslexic man walks into a bra.,17,-1.03631700088085,,,,
Asexuals don't fuck around,96,1.67464471366682,,,,
"The teacher pointed at me and said ""Name two pronouns!"" and I looked around and said ""who? me?""",66,0.64516558156011,,,,
You guys want to hear a word I just made up myself: Plagiarism,78,1.05695723440279,,,,
"The past, the present, and the future walk into a bar...it was tense.",52,0.164741986576978,,,,
I don't get the big deal about the 280 lb catfish caught in Italy I catch bigger ones on Tinder all the time,57,0.336321841928096,,,,
"I hope, there's going to be a full moon during the solar eclipse",18,-1.00200102981063,,,,
Calligraphy is an idea that looks good on paper.,81,1.15990514761347,,,,
Jokes about socialism aren't funny unless you share them with everyone.,142,3.25317938289711,,,,
Nostalgia ain't what it used to be.,38,-0.315681608406154,,,,
"When I found out that my microwave wasn't waterproof, I was shocked",100,1.81190859794772,,,,
The more I hear about inverse proportionality the less I like it.,107,2.05212039543928,,,,
What do you call a joke with no punchline?,37,-0.349997579476377,,,,
Someone left the seat up in a handicapped stall. Fucking showoff.,53,0.199057957647202,,,,
My extra sensitive toothpaste gets upset when I use a different kind.,43,-0.144101753055035,,,,
I have shitty posture on the toilet,39,-0.28136563733593,,,,
I don't feel like procrastinating now,22,-0.864737145529733,,,,
I ate an entire package of imitation American cheese and it didn't work. I still sound foreign.,22,-0.864737145529733,,,,
I saw Jesus at Crossfit the other day. He was holding his own.,41,-0.212733695195483,,,,
"My girlfriend told me to kiss her where the sun don't shine, so I'm taking her to Seattle.",38,-0.315681608406154,,,,
"I tried quitting smoking, but cold turkey wasn't nearly as delicious as it sounded.",23,-0.830421174459509,,,,
My gay uncle spends a lot of time on the John.,19,-0.967685058740404,,,,
"I may appear to have it all together, but on the inside I'm a bloody mess.",44,-0.109785781984811,,,,
Half of my blood circulation is done in vein.,64,0.576533639419662,,,,
"I have a ""Never say DIE"" attitude, which explains my failing grade in German.",60,0.439269755138767,,,,
"I don't trust solar eclipses, they are shady as fuck.",30,-0.590209376967943,,,,
__________________,245,6.78772440313015,,,,
Don't expect perfection from geologists,15,-1.1049489430213,,,,
I think I'll keep my beard,31,-0.555893405897719,,,,
As long as I can remember I have a bad memory,40,-0.247049666265706,,,,
Every pizza is a personal pizza if you try hard and believe in yourself,29,-0.624525348038167,,,,
LukeSkywalkertypedlikethissincehehadabadspacebarexperience,33,-0.487261463757272,,,,
Epileptics are the best at seizing opportunity,20,-0.93336908767018,,,,
"a man tried to sell me a coffin the other day, but that's the last thing I need.",81,1.15990514761347,,,,
"According to my roommate's diary, I have boundary issues.",67,0.679481552630333,,,,
I can't remember where I threw my boomerang at the park but it'll come back to me.,23,-0.830421174459509,,,,
I remember when harass was two words.,19,-0.967685058740404,,,,
I got so excited for spring I wet my plants.,59,0.404953784068544,,,,
Disney named The Little Mermaid Ariel because they didn't want to shell out the cash for Helvetica.,26,-0.727473261248838,,,,
"So then the duck tells the bartender, ""Put it on my bill.""",24,-0.796105203389285,,,,
Stationary store moves.,22,-0.864737145529733,,,,
I wasn't sure I wanted to buy the car so the salesman threw in a leather seat package but I'm not easily suede.,54,0.233373928717425,,,,
Pedophiles are fucking immature assholes.,39,-0.28136563733593,,,,
"Someone stole my mood ring, not sure how I feel about that.",50,0.096110044436531,,,,
The good news is we're going to name a fatal disease after you.,49,0.061794073366307,,,,
Organized a surprise bukake party for my wife. You should have seen her face.,39,-0.28136563733593,,,,
I got stage-fright at the pie eating contest and choked.,36,-0.384313550546601,,,,
"Growing up with cats and dogs, I got used to the sounds of scratching at my door while I slept. Now that I live alone, it is much more unsettling.",33,-0.487261463757272,,,,
Easter is the one day of the year you should put all of your eggs in one basket.,53,0.199057957647202,,,,
I released a new fragrance just the other day. Feedback from the other people in the elevator was not positive.,31,-0.555893405897719,,,,
"Someone should start a pizza thread, where OP delivers.",62,0.507901697279215,,,,
The broken teleprompter left me speechless.,72,0.851061407981452,,,,
How many times do I have to cry wolf before animal control shows up?,36,-0.384313550546601,,,,
"I not saying they were dishonest, but this was their 5th annual going out of business sale.",41,-0.212733695195483,,,,
What do you get if you cross a one-liner and a rhetorical question?,39,-0.28136563733593,,,,
"If you see a girl in a seashell bra and hold one of the seashells up to your ear, you can hear her scream.",87,1.36580097403481,,,,
"""...aside from THAT, Ms. Lincoln, how was the play?""",17,-1.03631700088085,,,,
"I'm finally working a sleep shift, my dream job.",33,-0.487261463757272,,,,
"I'm glad I know sign language, it's pretty handy.",67,0.679481552630333,,,,
Sometimes I use big word that I don't understand so I can sound more photosynthesis.,37,-0.349997579476377,,,,
"I'll admit, I'm a hypocrite, but I'll never contradict myself.",32,-0.521577434827496,,,,
So what is the scoop on this Blue Bell recall?,15,-1.1049489430213,,,,
Feminism is a broad issue.,123,2.60117593256286,,,,
The affect of bad grammar can effect my mood.,22,-0.864737145529733,,,,
"My wife said she wanted to have sex in the backseat, and she wanted me to drive.",31,-0.555893405897719,,,,
"Every time I take off my shoes, they leave me feeling defeated.",30,-0.590209376967943,,,,
It's hard to be a glass half full kind of guy when you're trying to become a professional beer chugger.,22,-0.864737145529733,,,,
I'm more frustrated than a pervert with palsy trying to draw a pair of boobs on an etch-a-sketch.,37,-0.349997579476377,,,,
"He has a problem with speed bumps, but He's slowly getting over it.",27,-0.693157290178614,,,,
Professional construction has its pros and cons.,44,-0.109785781984811,,,,
Sommeliers are really winey.,20,-0.93336908767018,,,,
"A kiss makes my whole day, anal makes my hole weak.",42,-0.178417724125259,,,,
"Sometimes, all it takes is one day-time TV show to remind me I am supposed to be at work.",24,-0.796105203389285,,,,
Lollipop ladies make me cross!,22,-0.864737145529733,,,,
"If you wanna see a goose, go take a gander",27,-0.693157290178614,,,,
I'd give my right arm to be ambidextrous,43,-0.144101753055035,,,,
"I have a joke for you about Social Security, but you're probably not going to get it.",35,-0.418629521616825,,,,
In dog beers I've only had one.,41,-0.212733695195483,,,,
"Once I thought I was wrong, but I was mistaken.",26,-0.727473261248838,,,,
Shout out to male porn stars for always being hard at work.,94,1.60601277152637,,,,
Muffler puns exhaust me.,24,-0.796105203389285,,,,
Ever have sex while camping? It's fucking intents.,15,-1.1049489430213,,,,
I just realized this thing called The Baader Meinhoff Phenomenon is popping up everywhere.,39,-0.28136563733593,,,,
I wonder how many vampires have been run over by people who backup just using their mirrors,103,1.91485651115839,,,,
I bought a dog off of a blacksmith today.. as soon as I got him home he made a bolt for the door.,59,0.404953784068544,,,,
I don't think I would be able to stand being in a wheelchair,58,0.37063781299832,,,,
"When she got a call from the anal-bleaching company, she decided to change her ring tone.",50,0.096110044436531,,,,
"Well, you know what they say about cliff-hangers...",17,-1.03631700088085,,,,
Hermaphrodites can go fuck themselves.,39,-0.28136563733593,,,,
"I signed up for a women's studies class, but apparently that's not what they meant when they told me to ""study abroad"".",53,0.199057957647202,,,,
It's not hypocrisy when I do it.,46,-0.041153839844364,,,,
"My psychiatrist told me I was crazy and I said I want a second opinion. He said okay, you're ugly too.",58,0.37063781299832,,,,
"If I were just a little more humble, I'd be perfect.",51,0.130426015506754,,,,
Narcissism is just one of the many things I excel at,27,-0.693157290178614,,,,
"Ever since I've installed Adblock, all the single girls in my area seem to have lost interest",163,3.97381477537181,,,,
"Sure I like the summer heat, to a degree",33,-0.487261463757272,,,,
"Your team didn't push enough, no offence.",15,-1.1049489430213,,,,
Grow old or die trying.,65,0.610849610489886,,,,
"went out for drinks with a human cloning researcher, when I woke up I was beside myself.",41,-0.212733695195483,,,,
"Using an ATM, doesn't make cents.",27,-0.693157290178614,,,,
"My favorite band, Pangea, broke up.",15,-1.1049489430213,,,,
It is ironic because people with mullets (that should protect them) often are red necks,16,-1.07063297195107,,,,
Dwarves and midgets have very little in common.,57,0.336321841928096,,,,
"Without nipples, tits are pointless",55,0.267689899787649,,,,
I never understood odourless chemicals. They just don't make scents.,38,-0.315681608406154,,,,
There's something odd about the back of my hand but I can't put my finger on it.,21,-0.899053116599956,,,,
Did you hear about the Egyptian who refused to accept that he'd fallen in the river? He was in de Nile.,33,-0.487261463757272,,,,
'I' before 'E' except after 'C' is a weird rule,77,1.02264126333257,,,,
"I could tell the gift was from Iggy Azalea, because of the bad wrapping",33,-0.487261463757272,,,,
"Parties are like frisbees, if you throw them the wrong way they'll veer off in a bad direction, and then your kid will fall into a quarry.",33,-0.487261463757272,,,,
A cannibal passed his friend in the woods.,59,0.404953784068544,,,,
What keeps an idiot in suspense?,38,-0.315681608406154,,,,
"I'm so high, I'm above the influence.",35,-0.418629521616825,,,,
Jokes for my kids' lunches,32,-0.521577434827496,,,,
I'd rather have a bottle in front of me than a frontal lobotomy.,29,-0.624525348038167,,,,
I put the sexy in dyslexia.,164,4.00813074644203,,,,
Linguists love ambiguity more than most people.,20,-0.93336908767018,,,,
The postal service is a mail-dominated industry.,62,0.507901697279215,,,,
People come and go at orgies,24,-0.796105203389285,,,,
The opposite of the opposite of opposite is opposite,15,-1.1049489430213,,,,
A skeleton walks into a bar and orders a beer and a mop,45,-0.075469810914588,,,,
Technophobes won't get this joke.,36,-0.384313550546601,,,,
A backward poet writes inverse.,52,0.164741986576978,,,,
My poor knowledge of Greek mythology has always been my Achilles' elbow.,123,2.60117593256286,,,,
"Ever since I bought a flying boat, my life's been plane sailing.",19,-0.967685058740404,,,,
I can make you say how,18,-1.00200102981063,,,,
Prepositions are not words to end a sentence with.,17,-1.03631700088085,,,,
I'm going to tell you about procrastination.,16,-1.07063297195107,,,,
I shot a man with a paintball gun just to watch him dye,96,1.67464471366682,,,,
"The thing about being a nurse is, you have to have patience",31,-0.555893405897719,,,,
My wife and I were happy for twenty years...,26,-0.727473261248838,,,,
The only thing less funny than self deprecating humor is me.,76,0.988325292262346,,,,
I never had an original thought too,20,-0.93336908767018,,,,
"... so the goalie said ""Get the puck outta here""",17,-1.03631700088085,,,,
"My phone doesn't do 3G or 4G, so I'm living life on the Edge",36,-0.384313550546601,,,,
She was only a prostitute. But she had the nicest face I ever came across.,56,0.302005870857873,,,,
"What part of ""Sorry, I don't speak Chinese"" don't you understand?",61,0.473585726208991,,,,
"I'm writing a book and need your help, it's a telephone book and it needs your number",48,0.027478102296083,,,,
Happy Father's day...motherfuckers.,82,1.19422111868369,,,,
My girlfriend says I'm too skeptical... but I just don't believe her.,57,0.336321841928096,,,,
"""Why's it called dry humping if I always need a towel after?""",27,-0.693157290178614,,,,
An Irish man walks out of a bar.,17,-1.03631700088085,,,,
Is there anything worse than having a conversation turn awkward because of an auto-erect?,28,-0.65884131910839,,,,
"The phrase ""I've come into my own"" always seems to end a bit prematurely to me.",36,-0.384313550546601,,,,
"The European debt crisis is so confusing, it's like Greek to me.",21,-0.899053116599956,,,,
"As a color blind individual, I don't get the celebratepride thing Facebook is doing....all I see is an ad for 50 Shades of Grey.",49,0.061794073366307,,,,
Being gay before the invention of lube must have been a pain in the ass.,50,0.096110044436531,,,,
Napoleon may not have designed the coat he wore but he did have a hand in it.,51,0.130426015506754,,,,
I wanted to create a subreddit to help motivate people but I couldn't be bothered.,31,-0.555893405897719,,,,
"When women wear bikinis, men are considerate enough to only look at the covered parts.",59,0.404953784068544,,,,
"The Titanic was built to last, let that sink in.",57,0.336321841928096,,,,
"And the Lord said unto John: ""Come forth and receive eternal life"", but John came fifth and won a toaster",115,2.32664816400107,,,,
You measure a Lego minifigures footsize in square feet.,27,-0.693157290178614,,,,
I've got a conjoined twin but we're not that close.,18,-1.00200102981063,,,,
"I, for one, like Roman numerals",84,1.26285306082414,,,,
A plateau is the highest form of flattery,25,-0.761789232319062,,,,
I saw a sign that said falling rocks so I tried and it doesn't.,98,1.74327665580727,,,,
I am so tried of auto correct jokes,37,-0.349997579476377,,,,
"On a scale of 1 to 10, you're a 9. I'm the 1 you need",67,0.679481552630333,,,,
"I came into a lot of money recently...which is weird, because I usually use a paper towel.",103,1.91485651115839,,,,
If I had a nickel for every time I had sex I would be a prostitute.,67,0.679481552630333,,,,
I'm edgier than a sphere on opposite day,33,-0.487261463757272,,,,
"If I asked you to have sex with me, would the answer to that question be the same as the answer to this one?",17,-1.03631700088085,,,,
"I was driving around and saw a sign that said ""watch for children"". I thought it was a pretty good deal.",16,-1.07063297195107,,,,
Women can't get enough of my small penis.,90,1.46874888724548,,,,
7/11 was a part time job,87,1.36580097403481,,,,
My penis and bank account have very little in common,27,-0.693157290178614,,,,
"Shortly after his coronary transplant, the man said he'd had a change of heart",35,-0.418629521616825,,,,
"I had dinner with Vlad the Impaler last night. He served me a steak. Tell you what, it went right through me.",26,-0.727473261248838,,,,
I've been to the dentist a thousand times. I know the drill.,42,-0.178417724125259,,,,
"My buddies are all prune farmers, and with friends like that, who needs enemas?",17,-1.03631700088085,,,,
Give a man a hamburger and you feed him for a day,69,0.748113494770781,,,,
Drilling holes is boring,60,0.439269755138767,,,,
I went to the store to pick up 8 two liters of sprite. I got home and realized I'd picked 7 Up.,89,1.43443291617525,,,,
"I doubt vodka is the answer, but its worth the shot.",58,0.37063781299832,,,,
"If the devil ever goes bald, there could be hell toupe.",61,0.473585726208991,,,,
"The invitation said come as you are, so i came in my pants.",36,-0.384313550546601,,,,
Anti-vaxxers are missing the point.,38,-0.315681608406154,,,,
Reincarnation? Over my dead body!,38,-0.315681608406154,,,,
BREAKING NEWS: A man who took an Airline company to court after his luggage went missing has lost his case.,79,1.09127320547302,,,,
I nailed my Jewish girlfriend so hard she turned Christian.,72,0.851061407981452,,,,
My grandma is on speed dial and now I call her instagram.,49,0.061794073366307,,,,
If I don't change my underwear I'll extend my streak.,22,-0.864737145529733,,,,
Man in boxers leads police on brief chase,39,-0.28136563733593,,,,
"Winner of ""World's Loneliest Man"" at award ceremony has no one to thank",22,-0.864737145529733,,,,
"Country music is a lot like heroin. I know it's popular, but I'm still really surprised when I meet someone that's into it.",44,-0.109785781984811,,,,
Don't let gravity get you down.,15,-1.1049489430213,,,,
"I'm surprising my epileptic friend with a strobe light for when he comes round, he's gonna have a fit when he sees it.",45,-0.075469810914588,,,,
"My friend started a band called 1024 MB, but he's only gotten one gig so far.",76,0.988325292262346,,,,
"Pardon My French, but I surrender.",66,0.64516558156011,,,,
Subjectivity is the best!,33,-0.487261463757272,,,,
"""Just who do you think I am?"" asked the amnesiac.",30,-0.590209376967943,,,,
Odd Numbers: Not even once.,40,-0.247049666265706,,,,
"I'm going to write a book on punctuation and title it ""Comma Sutra""",48,0.027478102296083,,,,
"If I got 5 cents for every time someone said ""I love you"", I'd have 5 cents. Thanks mom.",21,-0.899053116599956,,,,
Asexuals don't fuck around,68,0.713797523700557,,,,
I'd tell you a UDP joke but I'm not sure you'll get it.,25,-0.761789232319062,,,,
Shout out to all the people wondering what the opposite of in is.,109,2.12075233757973,,,,
"if i had a dollar for ever girl that found me unattractive, they would eventually find me attractive",57,0.336321841928096,,,,
The sun is a space heater.,20,-0.93336908767018,,,,
I only exaggerate once every million years.,31,-0.555893405897719,,,,
Organic farming is a lot of shit,28,-0.65884131910839,,,,
I asked a few Buzzfeed employees how much the Mona Lisa is worth and their answers were priceless!,65,0.610849610489886,,,,
"I will change my facebook profile name to ""nobody,"" so that when I see a stupid post, I'll like it, and it will say, ""nobody likes this post.""",24,-0.796105203389285,,,,
"When Louis CK's mom gave birth to him, doctors commended her for the great delivery.",23,-0.830421174459509,,,,
I can't stand being in a wheelchair,63,0.542217668349439,,,,
I bet meteorologists make great smalltalk.,33,-0.487261463757272,,,,
"Doggy-style, now that is a position I can get behind!",47,-0.00683786877414,,,,
"I tried doing stand-up comedy, but I was laughed off the stage",33,-0.487261463757272,,,,
"My Grandma sleeps with a gun, she has glockcoma",39,-0.28136563733593,,,,
Will the new iPhone be a runaway 6S?,25,-0.761789232319062,,,,
"I wanted to build the world's tallest building, but then I found out someone already did it",72,0.851061407981452,,,,
"There's something really strange about my new, frictionless car, but just can't put my finger on it.",29,-0.624525348038167,,,,
Federal judge deals blow to marijuana activists,20,-0.93336908767018,,,,
"Binary - it's as easy as 01, 10, 11",66,0.64516558156011,,,,
I have a thousand pound Rolex that I never wear because it's too heavy.,32,-0.521577434827496,,,,
"I tripped over my girlfriends bra, seemed to be a booby trap",33,-0.487261463757272,,,,
How many drugs do I have to do to pass the drug test?,53,0.199057957647202,,,,
I switched to a much tighter neckbrace and will never look back,27,-0.693157290178614,,,,
"'Yesterday, I went to the zoo. There was only one dog there, it was a shitzu.'",58,0.37063781299832,,,,
Bungee jumping has its ups and downs.,33,-0.487261463757272,,,,
"If a nun does something bad, does she get denunced?",17,-1.03631700088085,,,,
Do competitive origami artists ever fold under pressure?,56,0.302005870857873,,,,
"Don't ever get into an argument over the correct usage of the word ""whom"" with an owl. It's fucking exasperating.",31,-0.555893405897719,,,,
Statistical parameters are all Greek to me.,20,-0.93336908767018,,,,
Waking up this morning was an eye-opening experience.,62,0.507901697279215,,,,
Masturbation sometimes comes in handy...,36,-0.384313550546601,,,,
I love the F5 key. It's just so refreshing!,82,1.19422111868369,,,,
'Yosemite' is how I greet my Jewish friends.,31,-0.555893405897719,,,,
A dyslexic man walks into a bra.,22,-0.864737145529733,,,,
When my boss told me to stop standing on one leg I had to put my foot down.,44,-0.109785781984811,,,,
"My mum says I shouldn't be so suspicious of everything. I mean, I'm not sure she's even my mum.",31,-0.555893405897719,,,,
I know she ate a worm but we are not here to debate de bait deb ate,122,2.56685996149264,,,,
If at first you don't succeed then skydiving is not for you.,47,-0.00683786877414,,,,
The two secrets to success are to never tell anyone everything you know.,63,0.542217668349439,,,,
I keep meaning to stop procrastinating.,29,-0.624525348038167,,,,
"I had two jokes about prime factors, but they were one and the same.",60,0.439269755138767,,,,
It's hard explaining puns to kleptomaniacs because they always take things literally.,77,1.02264126333257,,,,
Orion's Belt is just a big waist of space.,80,1.12558917654324,,,,
"If my grandma ever found out she was part of my necrophilia experiments, she'd be turning in her grave!",29,-0.624525348038167,,,,
"Right off the bat, I had problems with baseball.",26,-0.727473261248838,,,,
Turning vegan is a big missed steak,57,0.336321841928096,,,,
I don't need a wingman when I go out,34,34,,,,
Being dead is something everyone's gotta try at least once.,25,,,,,
WTF is an initialism.,43,,,,,
In India does Santa Claus keep a list of kids who eat roti or rice?,20,,,,,
"My roommates are concerned that i'm using their kitchen utensils, but that's a whisk i'm willing to take.",82,,,,,
"When asked why he went vegan, the zombie responded that it was ""a no-brainer""",58,,,,,
"An apostrophe followed by the letter ""S"" can be used to show possession, which is confusing when it's yours.",30,,,,,
It must be really hard for pedophiles to fit in.,52,,,,,
I should read that book on Procrastinating I bought in 2003...,28,,,,,
"I often say to myself ""I can't believe that cloning machine worked"".",86,,,,,
I was addicted to the Hokie Pokie but I turned myself around.,30,,,,,
Seeking a control group for a double blind study to see if anything feels worse than a sharp stick in the eye.,24,,,,,
The world can get so crazy i swear its bipolar,33,,,,,
"I wish people would stop asking me where I think I'm going to be in 5 years, I don't have 2020 vision.",99,,,,,
"6:30 is the best time on a clock, hands down.",121,,,,,
I bought a vacuum cleaner six months ago and so far all it's been doing is gathering dust,80,,,,,
Drywipe boards... They're remarkable!,22,,,,,
I can't count how many times I failed maths at school.,59,,,,,
"You can't hear a Pterodactyl go to the bathroom, because the ""P"" is silent.",25,,,,,
My friend fell and broke his left arm and left leg... He said he was all right.,46,,,,,
"Met this girl on a dating site and i don't know, we just clicked.",73,,,,,
A friend of mine told me he did a stand up comedy routine from bed. He was lying.,41,,,,,
"February can't March, but April May.",39,,,,,
"I think I may be emotionally constipated, because I haven't given a crap in days!",28,,,,,
"Once, I forgot to replace \r\n with &lt;br/&gt; in an HTML document.",17,,,,,
"If i had a dollar for every girl that found me unattractive, they would eventually find me attractive.",51,,,,,
"Damn, rimjobs suck ass.",48,,,,,
"I want to die like my grandfather in his sleep, not like his screaming passengers",23,,,,,
"My grandma told me her joints are getting weaker, so I told her to roll them tighter.",91,,,,,
"A camel can work 10 days without drinking, but I can drink 10 days without working.",75,,,,,
"I started out with nothing, and I still have most of it.",33,,,,,
The best things in life are free (plus shipping and handling),40,,,,,
"Today a man knocked on my door and asked for a small donation towards the local swimming pool, so I gave him a glass of water.",72,,,,,
Velcro: what a rip off,52,,,,,
I hate when I'm about to hug someone really sexy and my face hits the mirror.,51,,,,,
Dyslexics untie!,38,,,,,
"In a shocking revelation, HIV has just announced that it is Charlie Sheen positive.",49,,,,,
"Apparently, I snore so loudly that it scares everyone in the car that I'm driving.",98,,,,,
Enunciation is not my forty.,62,,,,,
People using umbrellas always seem to be under the weather.,43,,,,,
Replacing car mufflers all day makes me so exhausted.,23,,,,,
"If Hitler were alive today, he'd probably look for Jewish people in Tinder",19,,,,,
I once took a midnight swim in one of the great lakes. It was Erie.,63,,,,,
"I put up a high-voltage electric fence around my property over the weekend, my neighbour is dead against it",48,,,,,
Most of the jobs a tiler does are 'on the house'.,23,,,,,
I make apocalypse jokes like there's no tomorrow.,93,,,,,
Crossfit was Jesus' preferred form of exercise.,44,,,,,
"The early bird might get the worm, but the second mouse gets the cheese.",30,,,,,
"You don't need a parachute to skydive, but you do if you want to skydive twice.",35,,,,,
"I tried having sex on a railroad track, but the train came first.",57,,,,,
These giant squid jokes are kraken me up!,31,,,,,
Pineapples have the best haircut of any fruit,27,,,,,
"I always keep an extra box of beer around, just in case.",32,,,,,
Oh Little Miss Muffet...the one that got a whey.,21,,,,,
"All the kids in the school had a name, but not",63,,,,,
I'll bet you 40 bucks I have a gambling problem.,83,,,,,
"I plan on opening a feminist co-op collective specializing in Jewish antiquities, and calling it Labia Menorah.",21,,,,,
"In life you wanna be the taint, somewhere between a total pussy and a complete asshole",31,,,,,
"2 boys get stopped by a cop one for trying to eat a battery the other for sticking fireworks up his butt, one gets charged, the other gets let off.",26,,,,,
Sometimes I hate being Bi-Polar. It's awesome.,60,,,,,
"People say cocaine is addictive, bullshit I've been doing it for nearly 20 years now, I should know.",36,,,,,
"If my wife made whiskey, I'd love her still.",71,,,,,
Someone asked me where I see myself in 5 years. I couldn't answer because I don't have 2020 vision.,56,,,,,
An untalented gymast walks into a bar,55,,,,,
Soo the hotel maid walked in on me naked...,23,,,,,
I put laxatives in the pot brownies for shits and giggles.,72,,,,,
The hardest part of being happy in the 1920's was telling your parents you're gay.,23,,,,,
I went to the zoo the other day and the only exhibit they had was of a dog. It was a shit zoo.,33,,,,,
I use to be a baby but I grew out of it.,29,,,,,
Jokes with punch lines can be painfully funny.,19,,,,,
We don't negotiate with terrorists...except for the price of the weapons we are selling them.,31,,,,,
Plungers are like back-ups.,20,,,,,
Laziness: doing things properly the first time.,38,,,,,
Pick-up Artists and Garbagemen should switch job titles,73,,,,,
"You may call me a pessimist, but I don't see 2016 lasting more than 12 months.",64,,,,,
Oxidation is the reason I have rust issues.,52,,,,,
tfw americans think it's 1/1/2016 but it's actually 1/1/2016.,70,,,,,
"I've got a good knock knock joke, you start.",38,,,,,
People in wheelchairs are so lame.,24,,,,,
"I walked down a street where the houses were numbered 64K, 128K, 256K, 512K and 1MB. That was a trip down memory lane.",94,,,,,
I'm wearing 2 watches so I can have a lot of time on my hands,24,,,,,
Nothing works better than Homeopathy,23,,,,,
If a midget with down syndrome shows up late for work is it ok to say she's a little tardy?,74,,,,,
The spotted elephant was a patchy-derm.,19,,,,,
One fifth of people are just too tense!,86,,,,,
"Welcome to the Entropy Bar, may I take your order?",59,,,,,
"""No comments! And don't quote me on that""",23,,,,,
"Shoutout to toilets, for dealing with my crap this whole time.",21,,,,,
Abortion really brings out the kid in you,93,,,,,
Wit is like a novelty hat,,,,,,
I have huge aspirations,41,,,,,
I had to fold on my dream to open my own tailoring business because my plans were income pleat and hanging on a thread.,39,,,,,
_______________________________________,94,,,,,
Any Restaurant's a drive-thru if you go fast enough.,56,,,,,
Blanket statements are NEVER good.,32,,,,,
"I gave a guy a $5,000 loan for plastic surgery, and now I don't know what he looks like",40,,,,,
Bad comic book knowledge is to me as kryptonite is to spiderman,47,,,,,
"I like to go to the library and ask the clerk: I'm looking for a book called ""How to deal with rejection without killing."" ... Do you have it?",39,,,,,
I saw a sign that said Falling Rocks so I tried and it didn't.,79,,,,,
Trump has no Cruz control,56,,,,,
The United States is an Obamanation,30,,,,,
"I named my dick ""the concept"" because you can try to grasp it, but it won't come easy for ya' unless you're willing to use your head.",74,,,,,
"To say, ""half of one, six dozen of the other,"" is to make a gross error.",24,,,,,
The great thing about Karma is you can go in the street and randomly punch somebody and be sure he deserved it.,68,,,,,
Want to know how to disappoint somebody?,32,,,,,
"I was voted ""most likely to travel back in time"" class of 2045.",21,,,,,
Apparently Rick Astley is already struggling with lent.,73,,,,,
How do you keep an idiot in suspense?...,30,,,,,
